Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
657.24,10.9537,0.1901,,,,,,,,,,,,,,,
657.26,10.9542,0.1899,,,,,,,,,,,,,,,
657.28,10.9544,0.1895,,,,,,,,,,,,,,,
657.3,10.9548,0.191,,,,,,,,,,,,,,,
657.32,10.9552,0.1903,,,,,,,,,,,,,,,
657.34,10.9556,0.19,,,,,,,,,,,,,,,
657.36,10.9558,0.1907,,,,,,,,,,,,,,,
657.38,10.9562,0.1899,,,,,,,,,,,,,,,
657.4,10.9567,0.1904,,,,,,,,,,,,,,,
657.42,10.9569,0.1899,,,,,,,,,,,,,,,
657.44,10.9573,0.1902,,,,,,,,,,,,,,,
657.46,10.9575,0.1911,,,,,,,,,,,,,,,
657.48,10.9579,0.19,,,,,,,,,,,,,,,
657.5,10.9583,0.1907,,,,,,,,,,,,,,,
657.52,10.9585,0.1907,,,,,,,,,,,,,,,
657.54,10.9587,0.1895,,,,,,,,,,,,,,,
657.56,10.9592,0.1901,,,,,,,,,,,,,,,
657.58,10.9596,0.1899,,,,,,,,,,,,,,,
657.6,10.9598,0.1895,,,,,,,,,,,,,,,
657.62,10.9602,0.1901,,,,,,,,,,,,,,,
657.64,10.9604,0.1897,,,,,,,,,,,,,,,
657.66,10.9608,0.1893,,,,,,,,,,,,,,,
657.68,10.961,0.1911,,,,,,,,,,,,,,,
657.7,10.9615,0.1909,,,,,,,,,,,,,,,
657.72,10.9617,0.1896,,,,,,,,,,,,,,,
657.74,10.9621,0.1903,,,,,,,,,,,,,,,
657.76,10.9625,0.1906,,,,,,,,,,,,,,,
657.78,10.9627,0.1912,,,,,,,,,,,,,,,
657.8,10.9631,0.1899,,,,,,,,,,,,,,,
657.82,10.9633,0.1894,,,,,,,,,,,,,,,
657.84,10.9637,0.1915,,,,,,,,,,,,,,,
657.86,10.9642,0.1894,,,,,,,,,,,,,,,
657.88,10.9644,0.1912,,,,,,,,,,,,,,,
657.9,10.9648,0.1905,,,,,,,,,,,,,,,
657.92,10.9652,0.1885,,,,,,,,,,,,,,,
657.94,10.9654,0.1896,,,,,,,,,,,,,,,
657.96,10.9658,0.1908,,,,,,,,,,,,,,,
657.98,10.9662,0.1897,,,,,,,,,,,,,,,
658,10.9667,0.1901,,,,,,,,,,,,,,,
658.02,10.9669,0.1907,,,,,,,,,,,,,,,
658.04,10.9673,0.1894,,,,,,,,,,,,,,,
658.06,10.9675,0.19,,,,,,,,,,,,,,,
658.08,10.9679,0.1899,,,,,,,,,,,,,,,
658.1,10.9683,0.1909,,,,,,,,,,,,,,,
658.12,10.9685,0.1909,,,,,,,,,,,,,,,
658.14,10.969,0.1897,,,,,,,,,,,,,,,
658.16,10.9692,0.1898,,,,,,,,,,,,,,,
658.18,10.9696,0.1905,,,,,,,,,,,,,,,
658.2,10.97,0.1904,,,,,,,,,,,,,,,
658.22,10.9702,0.1903,,,,,,,,,,,,,,,
658.24,10.9706,0.1889,,,,,,,,,,,,,,,
658.26,10.971,0.1907,,,,,,,,,,,,,,,
658.28,10.9712,0.1904,,,,,,,,,,,,,,,
658.3,10.9717,0.1895,,,,,,,,,,,,,,,
658.32,10.9719,0.1906,,,,,,,,,,,,,,,
658.34,10.9723,0.1905,,,,,,,,,,,,,,,
658.36,10.9725,0.1897,,,,,,,,,,,,,,,
658.38,10.9729,0.1909,,,,,,,,,,,,,,,
658.4,10.9733,0.191,,,,,,,,,,,,,,,
658.42,10.9737,0.1893,,,,,,,,,,,,,,,
658.44,10.974,0.1905,,,,,,,,,,,,,,,
658.46,10.9744,0.1903,,,,,,,,,,,,,,,
658.48,10.9746,0.1898,,,,,,,,,,,,,,,
658.5,10.975,0.1907,,,,,,,,,,,,,,,
658.52,10.9754,0.1897,,,,,,,,,,,,,,,
658.54,10.9758,0.1916,,,,,,,,,,,,,,,
658.56,10.976,0.19,,,,,,,,,,,,,,,
658.58,10.9765,0.1905,,,,,,,,,,,,,,,
658.6,10.9767,0.1909,,,,,,,,,,,,,,,
658.62,10.9771,0.1897,,,,,,,,,,,,,,,
658.64,10.9775,0.1911,,,,,,,,,,,,,,,
658.66,10.9779,0.1904,,,,,,,,,,,,,,,
658.68,10.9781,0.19,,,,,,,,,,,,,,,
658.7,10.9785,0.1911,,,,,,,,,,,,,,,
658.72,10.9787,0.1903,,,,,,,,,,,,,,,
658.74,10.9792,0.1896,,,,,,,,,,,,,,,
658.76,10.9794,0.1907,,,,,,,,,,,,,,,
658.78,10.9798,0.191,,,,,,,,,,,,,,,
658.8,10.9802,0.1914,,,,,,,,,,,,,,,
658.82,10.9804,0.1905,,,,,,,,,,,,,,,
658.84,10.9808,0.1902,,,,,,,,,,,,,,,
658.86,10.981,0.1918,,,,,,,,,,,,,,,
658.88,10.9815,0.1903,,,,,,,,,,,,,,,
658.9,10.9819,0.1902,,,,,,,,,,,,,,,
658.92,10.9821,0.19,,,,,,,,,,,,,,,
658.94,10.9823,0.1897,,,,,,,,,,,,,,,
658.96,10.9827,0.1911,,,,,,,,,,,,,,,
658.98,10.9831,0.1918,,,,,,,,,,,,,,,
659,10.9833,0.1904,,,,,,,,,,,,,,,
659.02,10.9837,0.191,,,,,,,,,,,,,,,
659.04,10.984,0.1898,,,,,,,,,,,,,,,
659.06,10.9844,0.1906,,,,,,,,,,,,,,,
659.08,10.9848,0.1915,,,,,,,,,,,,,,,
659.1,10.985,0.1908,,,,,,,,,,,,,,,
659.12,10.9854,0.1902,,,,,,,,,,,,,,,
659.14,10.9856,0.1913,,,,,,,,,,,,,,,
659.16,10.986,0.1916,,,,,,,,,,,,,,,
659.18,10.9862,0.1906,,,,,,,,,,,,,,,
659.2,10.9867,0.191,,,,,,,,,,,,,,,
659.22,10.9871,0.1895,,,,,,,,,,,,,,,
659.24,10.9873,0.1912,,,,,,,,,,,,,,,
659.26,10.9875,0.1905,,,,,,,,,,,,,,,
659.28,10.9879,0.1903,,,,,,,,,,,,,,,
659.3,10.9881,0.1911,,,,,,,,,,,,,,,
659.32,10.9885,0.1903,,,,,,,,,,,,,,,
659.34,10.9887,0.1914,,,,,,,,,,,,,,,
659.36,10.9892,0.1911,,,,,,,,,,,,,,,
659.38,10.9894,0.1907,,,,,,,,,,,,,,,
659.4,10.9898,0.1915,,,,,,,,,,,,,,,
659.42,10.99,0.1896,,,,,,,,,,,,,,,
659.44,10.9904,0.1904,,,,,,,,,,,,,,,
659.46,10.9908,0.1916,,,,,,,,,,,,,,,
659.48,10.991,0.1905,,,,,,,,,,,,,,,
659.5,10.9915,0.1903,,,,,,,,,,,,,,,
659.52,10.9917,0.1915,,,,,,,,,,,,,,,
659.54,10.9921,0.1909,,,,,,,,,,,,,,,
659.56,10.9925,0.1907,,,,,,,,,,,,,,,
659.58,10.9927,0.1908,,,,,,,,,,,,,,,
659.6,10.9931,0.1909,,,,,,,,,,,,,,,
659.62,10.9935,0.1917,,,,,,,,,,,,,,,
659.64,10.9937,0.1908,,,,,,,,,,,,,,,
659.66,10.9942,0.1901,,,,,,,,,,,,,,,
659.68,10.9944,0.1911,,,,,,,,,,,,,,,
659.7,10.9948,0.1899,,,,,,,,,,,,,,,
659.72,10.9952,0.1909,,,,,,,,,,,,,,,
659.74,10.9956,0.1901,,,,,,,,,,,,,,,
659.76,10.9958,0.1896,,,,,,,,,,,,,,,
659.78,10.9962,0.1922,,,,,,,,,,,,,,,
659.8,10.9965,0.1905,,,,,,,,,,,,,,,
659.82,10.9969,0.1911,,,,,,,,,,,,,,,
659.84,10.9973,0.1907,,,,,,,,,,,,,,,
659.86,10.9975,0.1902,,,,,,,,,,,,,,,
659.88,10.9979,0.1916,,,,,,,,,,,,,,,
659.9,10.9981,0.1916,,,,,,,,,,,,,,,
659.92,10.9985,0.1906,,,,,,,,,,,,,,,
659.94,10.999,0.1903,,,,,,,,,,,,,,,
659.96,10.9992,0.1909,,,,,,,,,,,,,,,
659.98,10.9996,0.1917,,,,,,,,,,,,,,,
660,10.9998,0.192,,,,,,,,,,,,,,,
660.02,11,0.1896,,,,,,,,,,,,,,,
660.04,11.0004,0.1915,,,,,,,,,,,,,,,
660.06,11.0008,0.1915,,,,,,,,,,,,,,,
660.08,11.001,0.1905,,,,,,,,,,,,,,,
660.1,11.0015,0.1911,,,,,,,,,,,,,,,
660.12,11.0019,0.1908,,,,,,,,,,,,,,,
660.14,11.0021,0.1904,,,,,,,,,,,,,,,
660.16,11.0025,0.191,,,,,,,,,,,,,,,
660.18,11.0027,0.1908,,,,,,,,,,,,,,,
660.2,11.0031,0.1917,,,,,,,,,,,,,,,
660.22,11.0035,0.1911,,,,,,,,,,,,,,,
660.24,11.0037,0.1906,,,,,,,,,,,,,,,
660.26,11.0042,0.1915,,,,,,,,,,,,,,,
660.28,11.0044,0.1914,,,,,,,,,,,,,,,
660.3,11.0048,0.19,,,,,,,,,,,,,,,
660.32,11.0052,0.191,,,,,,,,,,,,,,,
660.34,11.0054,0.1919,,,,,,,,,,,,,,,
660.36,11.0058,0.1908,,,,,,,,,,,,,,,
660.38,11.0062,0.1914,,,,,,,,,,,,,,,
660.4,11.0067,0.191,,,,,,,,,,,,,,,
660.42,11.0069,0.1912,,,,,,,,,,,,,,,
660.44,11.0073,0.192,,,,,,,,,,,,,,,
660.46,11.0075,0.1903,,,,,,,,,,,,,,,
660.48,11.0079,0.1921,,,,,,,,,,,,,,,
660.5,11.0083,0.1904,,,,,,,,,,,,,,,
660.52,11.0085,0.1913,,,,,,,,,,,,,,,
660.54,11.009,0.192,,,,,,,,,,,,,,,
660.56,11.0092,0.1911,,,,,,,,,,,,,,,
660.58,11.0096,0.1917,,,,,,,,,,,,,,,
660.6,11.0098,0.1906,,,,,,,,,,,,,,,
660.62,11.0102,0.1916,,,,,,,,,,,,,,,
660.64,11.0106,0.1909,,,,,,,,,,,,,,,
660.66,11.0108,0.1913,,,,,,,,,,,,,,,
660.68,11.0112,0.1911,,,,,,,,,,,,,,,
660.7,11.0115,0.1921,,,,,,,,,,,,,,,
660.72,11.0119,0.1916,,,,,,,,,,,,,,,
660.74,11.0123,0.1896,,,,,,,,,,,,,,,
660.76,11.0125,0.1912,,,,,,,,,,,,,,,
660.78,11.0129,0.1909,,,,,,,,,,,,,,,
660.8,11.0133,0.1912,,,,,,,,,,,,,,,
660.82,11.0137,0.1917,,,,,,,,,,,,,,,
660.84,11.014,0.1908,,,,,,,,,,,,,,,
660.86,11.0144,0.1911,,,,,,,,,,,,,,,
660.88,11.0148,0.1917,,,,,,,,,,,,,,,
660.9,11.015,0.1919,,,,,,,,,,,,,,,
660.92,11.0154,0.192,,,,,,,,,,,,,,,
660.94,11.0158,0.1901,,,,,,,,,,,,,,,
660.96,11.016,0.1918,,,,,,,,,,,,,,,
660.98,11.0165,0.1924,,,,,,,,,,,,,,,
661,11.0169,0.1914,,,,,,,,,,,,,,,
661.02,11.0171,0.1921,,,,,,,,,,,,,,,
661.04,11.0175,0.1915,,,,,,,,,,,,,,,
661.06,11.0179,0.192,,,,,,,,,,,,,,,
661.08,11.0181,0.1925,,,,,,,,,,,,,,,
661.1,11.0185,0.1911,,,,,,,,,,,,,,,
661.12,11.0187,0.1909,,,,,,,,,,,,,,,
661.14,11.0192,0.1919,,,,,,,,,,,,,,,
661.16,11.0196,0.1904,,,,,,,,,,,,,,,
661.18,11.0198,0.1919,,,,,,,,,,,,,,,
661.2,11.0202,0.1918,,,,,,,,,,,,,,,
661.22,11.0206,0.1904,,,,,,,,,,,,,,,
661.24,11.0208,0.1915,,,,,,,,,,,,,,,
661.26,11.0212,0.1914,,,,,,,,,,,,,,,
661.28,11.0215,0.1919,,,,,,,,,,,,,,,
661.3,11.0219,0.1912,,,,,,,,,,,,,,,
661.32,11.0221,0.1905,,,,,,,,,,,,,,,
661.34,11.0225,0.1924,,,,,,,,,,,,,,,
661.36,11.0229,0.1919,,,,,,,,,,,,,,,
661.38,11.0231,0.1912,,,,,,,,,,,,,,,
661.4,11.0235,0.1916,,,,,,,,,,,,,,,
661.42,11.0237,0.1913,,,,,,,,,,,,,,,
661.44,11.0242,0.1903,,,,,,,,,,,,,,,
661.46,11.0246,0.1924,,,,,,,,,,,,,,,
661.48,11.0248,0.1915,,,,,,,,,,,,,,,
661.5,11.0252,0.1904,,,,,,,,,,,,,,,
661.52,11.0256,0.1912,,,,,,,,,,,,,,,
661.54,11.0258,0.1905,,,,,,,,,,,,,,,
661.56,11.0262,0.1914,,,,,,,,,,,,,,,
661.58,11.0265,0.1915,,,,,,,,,,,,,,,
661.6,11.0269,0.1909,,,,,,,,,,,,,,,
661.62,11.0271,0.193,,,,,,,,,,,,,,,
661.64,11.0275,0.191,,,,,,,,,,,,,,,
661.66,11.0279,0.1912,,,,,,,,,,,,,,,
661.68,11.0281,0.1916,,,,,,,,,,,,,,,
661.7,11.0283,0.1909,,,,,,,,,,,,,,,
661.72,11.0287,0.1925,,,,,,,,,,,,,,,
661.74,11.0292,0.1902,,,,,,,,,,,,,,,
661.76,11.0294,0.1913,,,,,,,,,,,,,,,
661.78,11.0298,0.1921,,,,,,,,,,,,,,,
661.8,11.03,0.1906,,,,,,,,,,,,,,,
661.82,11.0304,0.1913,,,,,,,,,,,,,,,
661.84,11.0306,0.1921,,,,,,,,,,,,,,,
661.86,11.031,0.1912,,,,,,,,,,,,,,,
661.88,11.0312,0.1924,,,,,,,,,,,,,,,
661.9,11.0317,0.1921,,,,,,,,,,,,,,,
661.92,11.0319,0.1912,,,,,,,,,,,,,,,
661.94,11.0323,0.1925,,,,,,,,,,,,,,,
661.96,11.0327,0.1915,,,,,,,,,,,,,,,
661.98,11.0329,0.1913,,,,,,,,,,,,,,,
662,11.0331,0.1928,,,,,,,,,,,,,,,
662.02,11.0335,0.1914,,,,,,,,,,,,,,,
662.04,11.034,0.1918,,,,,,,,,,,,,,,
662.06,11.0342,0.1914,,,,,,,,,,,,,,,
662.08,11.0346,0.1932,,,,,,,,,,,,,,,
662.1,11.035,0.193,,,,,,,,,,,,,,,
662.12,11.0352,0.191,,,,,,,,,,,,,,,
662.14,11.0356,0.1916,,,,,,,,,,,,,,,
662.16,11.0358,0.1925,,,,,,,,,,,,,,,
662.18,11.0362,0.1917,,,,,,,,,,,,,,,
662.2,11.0365,0.1916,,,,,,,,,,,,,,,
662.22,11.0369,0.192,,,,,,,,,,,,,,,
662.24,11.0373,0.1915,,,,,,,,,,,,,,,
662.26,11.0375,0.1924,,,,,,,,,,,,,,,
662.28,11.0379,0.1926,,,,,,,,,,,,,,,
662.3,11.0381,0.1916,,,,,,,,,,,,,,,
662.32,11.0385,0.1922,,,,,,,,,,,,,,,
662.34,11.0387,0.1913,,,,,,,,,,,,,,,
662.36,11.0392,0.1916,,,,,,,,,,,,,,,
662.38,11.0396,0.1925,,,,,,,,,,,,,,,
662.4,11.0398,0.1912,,,,,,,,,,,,,,,
662.42,11.0402,0.1917,,,,,,,,,,,,,,,
662.44,11.0404,0.1913,,,,,,,,,,,,,,,
662.46,11.0408,0.1912,,,,,,,,,,,,,,,
662.48,11.041,0.1929,,,,,,,,,,,,,,,
662.5,11.0415,0.1912,,,,,,,,,,,,,,,
662.52,11.0417,0.1919,,,,,,,,,,,,,,,
662.54,11.0421,0.1918,,,,,,,,,,,,,,,
662.56,11.0425,0.1917,,,,,,,,,,,,,,,
662.58,11.0427,0.1925,,,,,,,,,,,,,,,
662.6,11.0431,0.1924,,,,,,,,,,,,,,,
662.62,11.0435,0.1912,,,,,,,,,,,,,,,
662.64,11.0437,0.1926,,,,,,,,,,,,,,,
662.66,11.0442,0.1921,,,,,,,,,,,,,,,
662.68,11.0446,0.1915,,,,,,,,,,,,,,,
662.7,11.0448,0.1924,,,,,,,,,,,,,,,
662.72,11.0452,0.1918,,,,,,,,,,,,,,,
662.74,11.0456,0.1923,,,,,,,,,,,,,,,
662.76,11.0458,0.1917,,,,,,,,,,,,,,,
662.78,11.0462,0.191,,,,,,,,,,,,,,,
662.8,11.0467,0.1917,,,,,,,,,,,,,,,
662.82,11.0471,0.1917,,,,,,,,,,,,,,,
662.84,11.0475,0.1919,,,,,,,,,,,,,,,
662.86,11.0477,0.1927,,,,,,,,,,,,,,,
662.88,11.0481,0.1912,,,,,,,,,,,,,,,
662.9,11.0483,0.192,,,,,,,,,,,,,,,
662.92,11.0487,0.1917,,,,,,,,,,,,,,,
662.94,11.0492,0.1909,,,,,,,,,,,,,,,
662.96,11.0494,0.192,,,,,,,,,,,,,,,
662.98,11.0498,0.1915,,,,,,,,,,,,,,,
663,11.05,0.1908,,,,,,,,,,,,,,,
663.02,11.0504,0.192,,,,,,,,,,,,,,,
663.04,11.0508,0.1915,,,,,,,,,,,,,,,
663.06,11.051,0.191,,,,,,,,,,,,,,,
663.08,11.0515,0.1927,,,,,,,,,,,,,,,
663.1,11.0519,0.192,,,,,,,,,,,,,,,
663.12,11.0521,0.1915,,,,,,,,,,,,,,,
663.14,11.0525,0.1923,,,,,,,,,,,,,,,
663.16,11.0529,0.1908,,,,,,,,,,,,,,,
663.18,11.0531,0.1925,,,,,,,,,,,,,,,
663.2,11.0535,0.1912,,,,,,,,,,,,,,,
663.22,11.0537,0.1915,,,,,,,,,,,,,,,
663.24,11.0542,0.1919,,,,,,,,,,,,,,,
663.26,11.0546,0.192,,,,,,,,,,,,,,,
663.28,11.055,0.193,,,,,,,,,,,,,,,
663.3,11.0552,0.1922,,,,,,,,,,,,,,,
663.32,11.0556,0.1922,,,,,,,,,,,,,,,
663.34,11.056,0.192,,,,,,,,,,,,,,,
663.36,11.0562,0.192,,,,,,,,,,,,,,,
663.38,11.0567,0.1922,,,,,,,,,,,,,,,
663.4,11.0571,0.192,,,,,,,,,,,,,,,
663.42,11.0573,0.1916,,,,,,,,,,,,,,,
663.44,11.0577,0.1916,,,,,,,,,,,,,,,
663.46,11.0579,0.1936,,,,,,,,,,,,,,,
663.48,11.0583,0.1922,,,,,,,,,,,,,,,
663.5,11.0587,0.1916,,,,,,,,,,,,,,,
663.52,11.059,0.1916,,,,,,,,,,,,,,,
663.54,11.0594,0.191,,,,,,,,,,,,,,,
663.56,11.0596,0.1926,,,,,,,,,,,,,,,
663.58,11.06,0.1916,,,,,,,,,,,,,,,
663.6,11.0602,0.1915,,,,,,,,,,,,,,,
663.62,11.0606,0.1925,,,,,,,,,,,,,,,
663.64,11.0608,0.1914,,,,,,,,,,,,,,,
663.66,11.0612,0.1925,,,,,,,,,,,,,,,
663.68,11.0615,0.1927,,,,,,,,,,,,,,,
663.7,11.0619,0.1926,,,,,,,,,,,,,,,
663.72,11.0623,0.1923,,,,,,,,,,,,,,,
663.74,11.0625,0.1917,,,,,,,,,,,,,,,
663.76,11.0629,0.1921,,,,,,,,,,,,,,,
663.78,11.0631,0.1937,,,,,,,,,,,,,,,
663.8,11.0635,0.1912,,,,,,,,,,,,,,,
663.82,11.064,0.1902,,,,,,,,,,,,,,,
663.84,11.0642,0.1934,,,,,,,,,,,,,,,
663.86,11.0646,0.1926,,,,,,,,,,,,,,,
663.88,11.065,0.1926,,,,,,,,,,,,,,,
663.9,11.0652,0.1926,,,,,,,,,,,,,,,
663.92,11.0656,0.1914,,,,,,,,,,,,,,,
663.94,11.066,0.1922,,,,,,,,,,,,,,,
663.96,11.0662,0.1916,,,,,,,,,,,,,,,
663.98,11.0665,0.1926,,,,,,,,,,,,,,,
664,11.0669,0.1928,,,,,,,,,,,,,,,
664.02,11.0673,0.1918,,,,,,,,,,,,,,,
664.04,11.0675,0.1929,,,,,,,,,,,,,,,
664.06,11.0679,0.1924,,,,,,,,,,,,,,,
664.08,11.0683,0.1921,,,,,,,,,,,,,,,
664.1,11.0685,0.1927,,,,,,,,,,,,,,,
664.12,11.069,0.1918,,,,,,,,,,,,,,,
664.14,11.0692,0.1918,,,,,,,,,,,,,,,
664.16,11.0696,0.1938,,,,,,,,,,,,,,,
664.18,11.0698,0.1917,,,,,,,,,,,,,,,
664.2,11.0702,0.1924,,,,,,,,,,,,,,,
664.22,11.0704,0.1931,,,,,,,,,,,,,,,
664.24,11.0708,0.1916,,,,,,,,,,,,,,,
664.26,11.0712,0.192,,,,,,,,,,,,,,,
664.28,11.0715,0.1921,,,,,,,,,,,,,,,
664.3,11.0717,0.1917,,,,,,,,,,,,,,,
664.32,11.0721,0.1939,,,,,,,,,,,,,,,
664.34,11.0725,0.1921,,,,,,,,,,,,,,,
664.36,11.0727,0.1923,,,,,,,,,,,,,,,
664.38,11.0731,0.1932,,,,,,,,,,,,,,,
664.4,11.0733,0.1928,,,,,,,,,,,,,,,
664.42,11.0737,0.1925,,,,,,,,,,,,,,,
664.44,11.074,0.1914,,,,,,,,,,,,,,,
664.46,11.0744,0.193,,,,,,,,,,,,,,,
664.48,11.0748,0.1934,,,,,,,,,,,,,,,
664.5,11.075,0.1917,,,,,,,,,,,,,,,
664.52,11.0754,0.1917,,,,,,,,,,,,,,,
664.54,11.0758,0.1933,,,,,,,,,,,,,,,
664.56,11.0762,0.193,,,,,,,,,,,,,,,
664.58,11.0765,0.1923,,,,,,,,,,,,,,,
664.6,11.0767,0.1924,,,,,,,,,,,,,,,
664.62,11.0771,0.1909,,,,,,,,,,,,,,,
664.64,11.0775,0.1927,,,,,,,,,,,,,,,
664.66,11.0777,0.1928,,,,,,,,,,,,,,,
664.68,11.0781,0.1923,,,,,,,,,,,,,,,
664.7,11.0783,0.192,,,,,,,,,,,,,,,
664.72,11.0787,0.1907,,,,,,,,,,,,,,,
664.74,11.0792,0.1934,,,,,,,,,,,,,,,
664.76,11.0794,0.1926,,,,,,,,,,,,,,,
664.78,11.0798,0.1916,,,,,,,,,,,,,,,
664.8,11.08,0.1928,,,,,,,,,,,,,,,
664.82,11.0804,0.1918,,,,,,,,,,,,,,,
664.84,11.0806,0.1925,,,,,,,,,,,,,,,
664.86,11.081,0.1932,,,,,,,,,,,,,,,
664.88,11.0812,0.1923,,,,,,,,,,,,,,,
664.9,11.0815,0.1932,,,,,,,,,,,,,,,
664.92,11.0819,0.1927,,,,,,,,,,,,,,,
664.94,11.0823,0.1914,,,,,,,,,,,,,,,
664.96,11.0825,0.1923,,,,,,,,,,,,,,,
664.98,11.0829,0.1933,,,,,,,,,,,,,,,
665,11.0833,0.1924,,,,,,,,,,,,,,,
665.02,11.0835,0.1924,,,,,,,,,,,,,,,
665.04,11.084,0.1928,,,,,,,,,,,,,,,
665.06,11.0842,0.1924,,,,,,,,,,,,,,,
665.08,11.0846,0.193,,,,,,,,,,,,,,,
665.1,11.0848,0.1924,,,,,,,,,,,,,,,
665.12,11.0852,0.1927,,,,,,,,,,,,,,,
665.14,11.0856,0.1916,,,,,,,,,,,,,,,
665.16,11.086,0.1924,,,,,,,,,,,,,,,
665.18,11.0862,0.1932,,,,,,,,,,,,,,,
665.2,11.0867,0.1922,,,,,,,,,,,,,,,
665.22,11.0871,0.1933,,,,,,,,,,,,,,,
665.24,11.0873,0.1927,,,,,,,,,,,,,,,
665.26,11.0877,0.1931,,,,,,,,,,,,,,,
665.28,11.0881,0.1925,,,,,,,,,,,,,,,
665.3,11.0883,0.1925,,,,,,,,,,,,,,,
665.32,11.0887,0.192,,,,,,,,,,,,,,,
665.34,11.0892,0.1928,,,,,,,,,,,,,,,
665.36,11.0894,0.1926,,,,,,,,,,,,,,,
665.38,11.0898,0.1923,,,,,,,,,,,,,,,
665.4,11.09,0.1934,,,,,,,,,,,,,,,
665.42,11.0904,0.1924,,,,,,,,,,,,,,,
665.44,11.0908,0.1927,,,,,,,,,,,,,,,
665.46,11.091,0.1933,,,,,,,,,,,,,,,
665.48,11.0915,0.1917,,,,,,,,,,,,,,,
665.5,11.0919,0.1925,,,,,,,,,,,,,,,
665.52,11.0923,0.1923,,,,,,,,,,,,,,,
665.54,11.0925,0.192,,,,,,,,,,,,,,,
665.56,11.0929,0.1929,,,,,,,,,,,,,,,
665.58,11.0933,0.1926,,,,,,,,,,,,,,,
665.6,11.0935,0.1922,,,,,,,,,,,,,,,
665.62,11.094,0.1926,,,,,,,,,,,,,,,
665.64,11.0944,0.1918,,,,,,,,,,,,,,,
665.66,11.0946,0.1927,,,,,,,,,,,,,,,
665.68,11.095,0.1923,,,,,,,,,,,,,,,
665.7,11.0954,0.1919,,,,,,,,,,,,,,,
665.72,11.0956,0.1922,,,,,,,,,,,,,,,
665.74,11.096,0.1922,,,,,,,,,,,,,,,
665.76,11.0965,0.1926,,,,,,,,,,,,,,,
665.78,11.0967,0.1926,,,,,,,,,,,,,,,
665.8,11.0971,0.191,,,,,,,,,,,,,,,
665.82,11.0975,0.1923,,,,,,,,,,,,,,,
665.84,11.0977,0.1928,,,,,,,,,,,,,,,
665.86,11.0979,0.1919,,,,,,,,,,,,,,,
665.88,11.0983,0.1941,,,,,,,,,,,,,,,
665.9,11.0987,0.1927,,,,,,,,,,,,,,,
665.92,11.099,0.1929,,,,,,,,,,,,,,,
665.94,11.0992,0.1928,,,,,,,,,,,,,,,
665.96,11.0996,0.1916,,,,,,,,,,,,,,,
665.98,11.1,0.1929,,,,,,,,,,,,,,,
666,11.1002,0.1921,,,,,,,,,,,,,,,
666.02,11.1006,0.1915,,,,,,,,,,,,,,,
666.04,11.1008,0.1924,,,,,,,,,,,,,,,
666.06,11.1012,0.1926,,,,,,,,,,,,,,,
666.08,11.1017,0.1923,,,,,,,,,,,,,,,
666.1,11.1019,0.1933,,,,,,,,,,,,,,,
666.12,11.1023,0.1926,,,,,,,,,,,,,,,
666.14,11.1025,0.1919,,,,,,,,,,,,,,,
666.16,11.1029,0.1931,,,,,,,,,,,,,,,
666.18,11.1033,0.1918,,,,,,,,,,,,,,,
666.2,11.1035,0.1931,,,,,,,,,,,,,,,
666.22,11.104,0.1935,,,,,,,,,,,,,,,
666.24,11.1042,0.1918,,,,,,,,,,,,,,,
666.26,11.1046,0.1933,,,,,,,,,,,,,,,
666.28,11.105,0.1931,,,,,,,,,,,,,,,
666.3,11.1052,0.1924,,,,,,,,,,,,,,,
666.32,11.1056,0.1929,,,,,,,,,,,,,,,
666.34,11.1058,0.1909,,,,,,,,,,,,,,,
666.36,11.1062,0.1929,,,,,,,,,,,,,,,
666.38,11.1067,0.1922,,,,,,,,,,,,,,,
666.4,11.1069,0.1921,,,,,,,,,,,,,,,
666.42,11.1073,0.1927,,,,,,,,,,,,,,,
666.44,11.1075,0.1911,,,,,,,,,,,,,,,
666.46,11.1079,0.1927,,,,,,,,,,,,,,,
666.48,11.1083,0.1937,,,,,,,,,,,,,,,
666.5,11.1085,0.1917,,,,,,,,,,,,,,,
666.52,11.109,0.1925,,,,,,,,,,,,,,,
666.54,11.1092,0.1937,,,,,,,,,,,,,,,
666.56,11.1096,0.192,,,,,,,,,,,,,,,
666.58,11.1098,0.1931,,,,,,,,,,,,,,,
666.6,11.11,0.1924,,,,,,,,,,,,,,,
666.62,11.1104,0.1914,,,,,,,,,,,,,,,
666.64,11.1108,0.1929,,,,,,,,,,,,,,,
666.66,11.111,0.1914,,,,,,,,,,,,,,,
666.68,11.1115,0.1929,,,,,,,,,,,,,,,
666.7,11.1117,0.1926,,,,,,,,,,,,,,,
666.72,11.1121,0.1923,,,,,,,,,,,,,,,
666.74,11.1123,0.192,,,,,,,,,,,,,,,
666.76,11.1127,0.1924,,,,,,,,,,,,,,,
666.78,11.1131,0.1929,,,,,,,,,,,,,,,
666.8,11.1133,0.192,,,,,,,,,,,,,,,
666.82,11.1137,0.1921,,,,,,,,,,,,,,,
666.84,11.114,0.193,,,,,,,,,,,,,,,
666.86,11.1144,0.1929,,,,,,,,,,,,,,,
666.88,11.1148,0.1918,,,,,,,,,,,,,,,
666.9,11.1152,0.1921,,,,,,,,,,,,,,,
666.92,11.1154,0.1935,,,,,,,,,,,,,,,
